code_variable,name_variable,label_pergunta,tipo,is_dashboard,is_portal,is_average,is_percentage,is_absolute,label,categoria,subcategoria,modal
3.7.3.I,Energia diz respeito a qual percentual da planilha de custos do serviço por metrô?,Energia diz respeito a qual percentual da planilha de custos do serviço por metrô?,numeric,1,1,0,1,0,Custos (Metrô) - Energia (Ônibus),Custos,Metrô,Metrô
3.7.3.J,IPTU diz respeito a qual percentual da planilha de custos do serviço por metrô?,IPTU diz respeito a qual percentual da planilha de custos do serviço por metrô?,numeric,1,1,0,1,0,Custos (Metrô) - IPTU (Ônibus),Custos,Metrô,Metrô
3.7.3.K,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por metrô?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por metrô?,numeric,1,1,0,1,0,Custos (Metrô) - Outros insumos (Ônibus),Custos,Metrô,Metrô
3.7.4,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de trem no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de trem no município?,binary,1,1,0,0,0,NA,NA,NA,NA
3.7.4.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por trem?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por trem?,numeric,1,1,0,1,0,Custos (Trem) - Operação (Ônibus),Custos,Trem,Trem
3.7.4.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por trem?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por trem?,numeric,1,1,0,1,0,Custos (Trem) - Administrativo (Ônibus),Custos,Trem,Trem
3.7.4.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por trem?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por trem?,numeric,1,1,0,1,0,Custos (Trem) - Combustível (Ônibus),Custos,Trem,Trem
3.7.4.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por trem?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por trem?,numeric,1,1,0,1,0,Custos (Trem) - Depreciação (Ônibus),Custos,Trem,Trem
3.7.4.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por trem?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por trem?,numeric,1,1,0,1,0,Custos (Trem) - Remuneração pelo Serviço Prestado (Ônibus),Custos,Trem,Trem
3.7.4.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por trem?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por trem?",numeric,1,1,0,1,0,"Custos (Trem) - Peças, acessórios e material de rodagem (Ônibus)",Custos,Trem,Trem
3.7.4.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por trem?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por trem?,numeric,1,1,0,1,0,Custos (Trem) - Impostos e Tributação (Ônibus),Custos,Trem,Trem
3.7.4.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por trem?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por trem?,numeric,1,1,0,1,0,Custos (Trem) - Despesas Administrativas (Ônibus),Custos,Trem,Trem
3.7.4.I,Energia diz respeito a qual percentual da planilha de custos do serviço por trem?,Energia diz respeito a qual percentual da planilha de custos do serviço por trem?,numeric,1,1,0,1,0,Custos (Trem) - Energia (Ônibus),Custos,Trem,Trem
3.7.4.J,IPTU diz respeito a qual percentual da planilha de custos do serviço por trem?,IPTU diz respeito a qual percentual da planilha de custos do serviço por trem?,numeric,1,1,0,1,0,Custos (Trem) - IPTU (Ônibus),Custos,Trem,Trem
3.7.4.K,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por trem?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por trem?,numeric,1,1,0,1,0,Custos (Trem) - Outros insumos (Ônibus),Custos,Trem,Trem
3.7.5,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de barco no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de barco no município?,binary,0,0,0,0,0,NA,NA,NA,NA
3.7.5.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por barco?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por barco?,numeric,1,1,0,1,0,Custos (Barco) - Operação (Ônibus),Custos,Barco,Barco
3.7.5.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por barco?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por barco?,numeric,1,1,0,1,0,Custos (Barco) - Administrativo (Ônibus),Custos,Barco,Barco
3.7.5.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por barco?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por barco?,numeric,1,1,0,1,0,Custos (Barco) - Combustível (Ônibus),Custos,Barco,Barco
3.7.5.D,Depreciação de equipamentos diz respeito a qual percentual da planilha de custos do serviço por barco?,Depreciação de equipamentos diz respeito a qual percentual da planilha de custos do serviço por barco?,numeric,1,1,0,1,0,Custos (Barco) - Depreciação (Ônibus),Custos,Barco,Barco
3.7.5.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por barco?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por barco?,numeric,1,1,0,1,0,Custos (Barco) - Remuneração pelo Serviço Prestado (Ônibus),Custos,Barco,Barco
3.7.5.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por barco?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por barco?",numeric,1,1,0,1,0,"Custos (Barco) - Peças, acessórios e material de rodagem (Ônibus)",Custos,Barco,Barco
3.7.5.G,Impostos dizem respeito a qual percentual da planilha de custos do serviço por barco?,Impostos dizem respeito a qual percentual da planilha de custos do serviço por barco?,numeric,1,1,0,1,0,Custos (Barco) - Impostos e Tributação (Ônibus),Custos,Barco,Barco
3.7.5.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por barco?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por barco?,numeric,1,1,0,1,0,Custos (Barco) - Despesas Administrativas (Ônibus),Custos,Barco,Barco
3.7.5.I,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por barco?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por barco?,numeric,1,1,0,1,0,Custos (Barco) - Outros insumos (Ônibus),Custos,Barco,Barco
3.7.6,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de VLT no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de VLT no município?,binary,0,0,0,0,0,NA,NA,NA,NA
3.7.6.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por VLT?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por VLT?,numeric,1,1,0,1,0,Custos (VLT) - Operação (Ônibus),Custos,VLT,VLT
3.7.6.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por VLT?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por VLT?,numeric,1,1,0,1,0,Custos (VLT) - Administrativo (Ônibus),Custos,VLT,VLT
3.7.6.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por VLT?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por VLT?,numeric,1,1,0,1,0,Custos (VLT) - Combustível (Ônibus),Custos,VLT,VLT
3.7.6.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por VLT?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por VLT?,numeric,1,1,0,1,0,Custos (VLT) - Depreciação (Ônibus),Custos,VLT,VLT
3.7.6.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por VLT?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por VLT?,numeric,1,1,0,1,0,Custos (VLT) - Remuneração pelo Serviço Prestado (Ônibus),Custos,VLT,VLT
3.7.6.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por VLT?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por VLT?",numeric,1,1,0,1,0,"Custos (VLT) - Peças, acessórios e material de rodagem (Ônibus)",Custos,VLT,VLT
3.7.6.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por VLT?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por VLT?,numeric,1,1,0,1,0,Custos (VLT) - Impostos e Tributação (Ônibus),Custos,VLT,VLT
3.7.6.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por VLT?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por VLT?,numeric,1,1,0,1,0,Custos (VLT) - Despesas Administrativas (Ônibus),Custos,VLT,VLT
3.7.6.I,Energia diz respeito a qual percentual da planilha de custos do serviço por VLT?,Energia diz respeito a qual percentual da planilha de custos do serviço por VLT?,numeric,1,1,0,1,0,Custos (VLT) - Energia (Ônibus),Custos,VLT,VLT
3.7.6.J,IPTU diz respeito a qual percentual da planilha de custos do serviço por VLT?,IPTU diz respeito a qual percentual da planilha de custos do serviço por VLT?,numeric,1,1,0,1,0,Custos (VLT) - IPTU (Ônibus),Custos,VLT,VLT
3.7.6.K,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por VLT?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por VLT?,numeric,1,1,0,1,0,Custos (VLT) - Outros insumos (Ônibus),Custos,VLT,VLT
3.7.7,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de monotrilho no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de monotrilho no município?,binary,0,0,0,0,0,NA,NA,NA,NA
3.7.7.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,numeric,1,1,0,1,0,Custos (Monotrilho) - Operação (Ônibus),Custos,Monotrilho,Monotrilho
3.7.7.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,numeric,1,1,0,1,0,Custos (Monotrilho) - Administrativo (Ônibus),Custos,Monotrilho,Monotrilho
3.7.7.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,numeric,1,1,0,1,0,Custos (Monotrilho) - Combustível (Ônibus),Custos,Monotrilho,Monotrilho
3.7.7.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,numeric,1,1,0,1,0,Custos (Monotrilho) - Depreciação (Ônibus),Custos,Monotrilho,Monotrilho
3.7.7.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,numeric,1,1,0,1,0,Custos (Monotrilho) - Remuneração pelo Serviço Prestado (Ônibus),Custos,Monotrilho,Monotrilho
3.7.7.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?",numeric,1,1,0,1,0,"Custos (Monotrilho) - Peças, acessórios e material de rodagem (Ônibus)",Custos,Monotrilho,Monotrilho
3.7.7.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,numeric,1,1,0,1,0,Custos (Monotrilho) - Impostos e Tributação (Ônibus),Custos,Monotrilho,Monotrilho
3.7.7.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,numeric,1,1,0,1,0,Custos (Monotrilho) - Despesas Administrativas (Ônibus),Custos,Monotrilho,Monotrilho
3.7.7.I,Energia diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Energia diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,numeric,1,1,0,1,0,Custos (Monotrilho) - Energia (Ônibus),Custos,Monotrilho,Monotrilho
3.7.7.J,IPTU diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,IPTU diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,numeric,1,1,0,1,0,Custos (Monotrilho) - IPTU (Ônibus),Custos,Monotrilho,Monotrilho
3.7.7.K,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,numeric,1,1,0,1,0,Custos (Monotrilho) - Outros insumos (Ônibus),Custos,Monotrilho,Monotrilho
3.7.8,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de aeromóvel no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de aeromóvel no município?,binary,0,0,0,0,0,NA,NA,NA,NA
3.7.8.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,numeric,1,1,0,1,0,Custos (Aeromóvel) - Operação (Ônibus),Custos,Aeromóvel,Aeromóvel
3.7.8.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,numeric,1,1,0,1,0,Custos (Aeromóvel) - Administrativo (Ônibus),Custos,Aeromóvel,Aeromóvel
3.7.8.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,numeric,1,1,0,1,0,Custos (Aeromóvel) - Combustível (Ônibus),Custos,Aeromóvel,Aeromóvel
3.7.8.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,numeric,1,1,0,1,0,Custos (Aeromóvel) - Depreciação (Ônibus),Custos,Aeromóvel,Aeromóvel
3.7.8.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,numeric,1,1,0,1,0,Custos (Aeromóvel) - Remuneração pelo Serviço Prestado (Ônibus),Custos,Aeromóvel,Aeromóvel
3.7.8.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?",numeric,1,1,0,1,0,"Custos (Aeromóvel) - Peças, acessórios e material de rodagem (Ônibus)",Custos,Aeromóvel,Aeromóvel
3.7.8.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,numeric,1,1,0,1,0,Custos (Aeromóvel) - Impostos e Tributação (Ônibus),Custos,Aeromóvel,Aeromóvel
3.7.8.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,numeric,1,1,0,1,0,Custos (Aeromóvel) - Despesas Administrativas (Ônibus),Custos,Aeromóvel,Aeromóvel
3.7.8.I,Energia diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Energia diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,numeric,1,1,0,1,0,Custos (Aeromóvel) - Energia (Ônibus),Custos,Aeromóvel,Aeromóvel
3.7.8.J,IPTU diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,IPTU diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,numeric,1,1,0,1,0,Custos (Aeromóvel) - IPTU (Ônibus),Custos,Aeromóvel,Aeromóvel
3.7.8.K,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,numeric,1,1,0,1,0,Custos (Aeromóvel) - Outros insumos (Ônibus),Custos,Aeromóvel,Aeromóvel
4.1.1,O município possui Plano Diretor?,O município possui Plano Diretor?,binary,0,1,0,0,0,Plano Diretor,Outros,Governança e Leis,NA
4.1.1.A,Qual o ano de elaboração ou última atualização do Plano Diretor?,Qual o ano de elaboração ou última atualização do Plano Diretor?,numeric,0,1,0,0,1,Ano Plano Diretor,Outros,Governança e Leis,NA
4.1.2,O município possui Lei de Zoneamento ou Uso e Ocupação do Solo?,O município possui Lei de Zoneamento ou Uso e Ocupação do Solo?,binary,0,1,0,0,0,Lei de Zoneamento ou Uso e Ocupação do Solo,Outros,Governança e Leis,NA
4.3.1,O município está contemplado em algum Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana?,O município está contemplado em algum Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana?,binary,0,1,0,0,0,Contemplado em Plano de Mobilidade Urbana,Outros,Governança e Leis,NA
4.3.1.A,O Plano de Mobilidade Urbana diz respeito a qual Região Metropolitana ou Aglomeração Urbana?,O Plano de Mobilidade Urbana diz respeito a qual Região Metropolitana ou Aglomeração Urbana?,text,0,0,0,0,0,Contemplado em Plano de Mobilidade Urbana - Detalhamento,missing,NA,NA
4.3.1.B,Em qual website é possível obter o Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana em formato digital?,Em qual website é possível obter o Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana em formato digital?,text,0,0,0,0,0,Contemplado em Plano de Mobilidade Urbana - Digital,missing,NA,NA
4.3.2,O município está contemplado em algum Plano de Desenvolvimento Urbano Integrado (PDUI) (Lei Federal nº 13.089/2015 - Estatuto da Metrópole)?,O município está contemplado em algum Plano de Desenvolvimento Urbano Integrado (PDUI) (Lei Federal nº 13.089/2015 - Estatuto da Metrópole)?,binary,0,0,0,0,0,NA,NA,NA,NA
4.3.2.A,O PDUI diz respeito a qual Região Metropolitana ou Aglomeração Urbana?,O PDUI diz respeito a qual Região Metropolitana ou Aglomeração Urbana?,text,0,0,0,0,0,NA,NA,NA,NA
4.3.2.B,Em qual website é possível obter o Plano de Desenvolvimento Urbano Integrado (PDUI) em formato digital?,Em qual website é possível obter o Plano de Desenvolvimento Urbano Integrado (PDUI) em formato digital?,text,0,0,0,0,0,NA,NA,NA,NA
4.4.1,O município possui Plano de Mobilidade Urbana?,O município possui Plano de Mobilidade Urbana?,binary,0,0,0,0,0,NA,NA,NA,NA
4.4.2,Qual o ano de elaboração ou última atualização do Plano de Mobilidade Urbana?,Qual o ano de elaboração ou última atualização do Plano de Mobilidade Urbana?,numeric,0,0,0,0,1,NA,NA,NA,NA
4.4.3,Qual o instrumento normativo que aprovou o Plano de Mobilidade Urbana?,Qual o instrumento normativo que aprovou o Plano de Mobilidade Urbana?,text,0,0,0,0,0,NA,NA,NA,NA
4.4.3.A,Qual o número da Lei ou instrumento normativo que aprovou o plano?,Qual o número da Lei ou instrumento normativo que aprovou o plano?,text,0,0,0,0,0,NA,NA,NA,NA
4.4.3.B,Em qual website é possível obter o Plano de Mobilidade Urbana em formato digital?,Em qual website é possível obter o Plano de Mobilidade Urbana em formato digital?,text,0,0,0,0,0,NA,NA,NA,NA
4.5.1,Quais metodologias de participação social foram utilizadas durante a elaboração do Plano de Mobilidade Urbana?,Quais metodologias de participação social foram utilizadas durante a elaboração do Plano de Mobilidade Urbana?,text,0,0,0,0,0,NA,NA,NA,NA
4.5.2,Quais itens a seguir foram considerados na metodologia de elaboração do Plano de Mobilidade Urbana?,Quais itens a seguir foram considerados na metodologia de elaboração do Plano de Mobilidade Urbana?,text,0,0,0,0,0,NA,NA,NA,NA
4.6.1,Quais temas a seguir estão contemplados no Plano de Mobilidade Urbana?,Quais temas a seguir estão contemplados no Plano de Mobilidade Urbana?,text,0,0,0,0,0,NA,NA,NA,NA
4.7.1,O município já realizou pesquisa Origem-Destino (O/D)?,O município já realizou pesquisa Origem-Destino (O/D)?,binary,0,0,0,0,0,NA,NA,NA,NA
4.7.1.A,Qual o ano de realização da última pesquisa O/D?,Qual o ano de realização da última pesquisa O/D?,numeric,0,0,0,0,1,Ano da POD,Origem e Destino,NA,NA
4.7.1.B,Qual a periodicidade de realização da pesquisa?,Qual a periodicidade de realização da pesquisa?,text,0,0,0,0,0,Periodicidade da POD,Origem e Destino,NA,NA
4.7.1.C,Em qual website é possível obter a Pesquisa Origem-Destino em formato digital?,Em qual website é possível obter a Pesquisa Origem-Destino em formato digital?,text,0,0,0,0,0,Website POD,Origem e Destino,NA,NA
4.7.1.D,"Considerando todos os modos de transporte e as pesquisa O/D realizadas, qual o número médio de viagens diárias no município?","Considerando todos os modos de transporte e as pesquisa O/D realizadas, qual o número médio de viagens diárias no município?",numeric,0,0,0,0,1,POD - Número médio de viagens diárias,Outros,Origem e Destino,NA
4.7.1.E,"Considerando todos os modos de transporte e as pesquisas O/D realizadas, qual a distância média das viagens no município? (Em km)","Considerando todos os modos de transporte e as pesquisas O/D realizadas, qual a distância média das viagens no município? (Em km)",numeric,0,0,1,0,0,POD - Distância média das viagens,Outros,Origem e Destino,NA
4.7.1.F,"Considerando todos os modos de transportes e as pesquisas O/D realizadas, qual o tempo médio das viagens realizadas no município? (Em minutos)","Considerando todos os modos de transportes e as pesquisas O/D realizadas, qual o tempo médio das viagens realizadas no município? (Em minutos)",numeric,0,0,0,0,1,POD - Tempo médio das viagens,Outros,Origem e Destino,NA
4.7.1.G,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas a pé? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas a pé? (Em %)",numeric,0,0,0,1,0,POD - Percentual de viagens a pé,Outros,Origem e Destino,NA
4.7.1.H,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas de bicicleta? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas de bicicleta? (Em %)",numeric,0,0,0,1,0,POD - Percentual de viagens de bicicleta,Outros,Origem e Destino,Bicicleta
4.7.1.I,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte coletivo? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte coletivo? (Em %)",numeric,0,0,0,1,0,POD - Percentual de viagens por transporte público,Outros,Origem e Destino,NA
4.7.1.J,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (automóvel)? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (automóvel)? (Em %)",numeric,0,0,0,1,0,POD - Percentual de viagens por automóvel individual,Outros,Origem e Destino,NA
4.7.1.K,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (moto)? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (moto)? (Em %)",numeric,0,0,0,1,0,POD - Percentual de viagens por moto,Outros,Origem e Destino,NA
4.7.1.L,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual remunerado (táxi, aplicativos)? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual remunerado (táxi, aplicativos)? (Em %)",numeric,0,0,0,1,0,POD - Percentual de viagens por táxi ou carro de aplicativo,Outros,Origem e Destino,Táxi
4.7.1.M,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por outros modos de transporte? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por outros modos de transporte? (Em %)",numeric,0,0,0,1,0,POD - Percentual de viagens por outros modais,Outros,Origem e Destino,NA
4.8.1,"Quais ações, medidas, programas ou instrumentos destinados à promoção de acessibilidade o município possui?","Quais ações, medidas, programas ou instrumentos destinados à promoção de acessibilidade o município possui?",text,0,0,0,0,0,NA,NA,NA,NA
4.8.2,A questão da acessibilidade é abordada em quais leis municipais?,A questão da acessibilidade é abordada em quais leis municipais?,text,0,0,0,0,0,NA,NA,NA,NA
5.1.1,Em seu município existe a cobrança de tributos sobre modos e serviços de transporte urbano pela utilização da infraestrutura em perímetro urbano (taxação de congestionamento)?,Em seu município existe a cobrança de tributos sobre modos e serviços de transporte urbano pela utilização da infraestrutura em perímetro urbano (taxação de congestionamento)?,text,0,0,0,0,0,NA,NA,NA,NA
5.1.1.A,Qual a arrecadação anual no ano de 2023 do município com a cobrança de tributos pela utilização da infraestrutura em perímetro urbano (taxação de congestionamento)?,Qual a arrecadação anual no ano de 2023 do município com a cobrança de tributos pela utilização da infraestrutura em perímetro urbano (taxação de congestionamento)?,numeric,0,0,0,0,1,NA,NA,NA,NA
5.2.1,Qual o número de vagas de estacionamento regulamentados existentes no município?,Qual o número de vagas de estacionamento regulamentados existentes no município?,numeric,1,1,0,0,1,Vagas de Estacionamento Reguladas,Infraestrutura,Automóvel,Automóvel
5.2.1.A,Qual o percentual de vagas de estacionamento reservadas para pessoas com deficiência e mobilidade reduzida? (Em %),Qual o percentual de vagas de estacionamento reservadas para pessoas com deficiência e mobilidade reduzida? (Em %),numeric,1,1,0,1,0,Percentual de Vagas de Estacionamento para Deficientes,Infraestrutura,Automóvel,Automóvel
5.2.1.B,Qual o percentual de vagas de estacionamento reservadas para idosos? (Em %),Qual o percentual de vagas de estacionamento reservadas para idosos? (Em %),numeric,1,1,0,1,0,Percentual de Vagas de Estacionamento para Idosos,Infraestrutura,Automóvel,Automóvel
5.2.1.C,Qual o percentual de vagas de estacionamento reservadas para gestantes? (Em %),Qual o percentual de vagas de estacionamento reservadas para gestantes? (Em %),numeric,1,1,0,1,0,Percentual de Vagas de Estacionamento para Gestantes,Infraestrutura,Automóvel,Automóvel
5.2.2,"Existe controle ou cobrança para estacionamento em vagas públicas, como por exemplo, Área Azul?","Existe controle ou cobrança para estacionamento em vagas públicas, como por exemplo, Área Azul?",text,0,0,0,0,0,Existe Fiscalização para Cobrança em Vagas Públicas,Infraestrutura,Automóvel,Automóvel
5.2.2.A,Qual o valor arrecadado com a cobrança de estacionamento no ano de 2023?,Qual o valor arrecadado com a cobrança de estacionamento no ano de 2023?,numeric,1,1,0,0,1,Valor Arrecadado com Cobrança de Estacionamento,Arrecadação,Tributos,Automóvel
5.3.1,Marque os instrumentos de gestão presentes em seu município:,Marque os instrumentos de gestão presentes em seu município:,text,0,0,0,0,0,Instrumentos de Gestão,missing,NA,NA
7.1.1,"Na composição da frota de transporte público coletivo, existem ônibus que utilizam tecnologia veicular ou fontes de energia alternativa?","Na composição da frota de transporte público coletivo, existem ônibus que utilizam tecnologia veicular ou fontes de energia alternativa?",text,0,0,0,0,0,Frota de Ônibus com Fontes de Energia Alternativa,Frota,Ônibus,Ônibus
7.1.1A,Qual o percentual da frota que utiliza etanol como fonte de energia?,Qual o percentual da frota que utiliza etanol como fonte de energia?,numeric,1,1,0,1,0,Frota de Ônibus Movido a Etanol (%),Frota,Ônibus,Ônibus
